秦胜梅,副主任医师,心内科,复旦大学附属中山医院,9.8,1528,擅长：快速和缓慢心律失常诊治，起搏器植入和随访，心衰的...,￥200
柏愚,副主任医师,消化内科,上海长海医院,9.9,1890,擅长：胃、结肠、胰腺、胆道疾病的内镜诊断与治疗，包括胃...,￥599
蒋进军,主任医师,呼吸内科高级专家门诊,复旦大学附属中山医院,9.7,939,擅长：各种原因导致的肺栓塞、肺高压、肿瘤相关性肺炎、重...,￥380
李连喜,主任医师,内分泌代谢科,上海市第六人民医院,10.0,5226,擅长：肥胖、糖尿病及其并发症、甲亢、甲减、甲状腺炎、甲...,￥279
吴媛媛,副主任医师,过敏反应科,华中科技大学同济医学院附属同济医院,9.8,769,擅长：产前遗传咨询及产前诊断、复发性流产、高危妊娠的临...,￥80
张朝香,主任医师,心内科,首都医科大学附属北京安贞医院,10.0,444,擅长：冠心病、心律失常、心肌炎、心肌病、心力衰竭、高血...,￥100
石亮亮,副主任医师,消化内科,南京鼓楼医院,10.0,2978,擅长：常见消化道疾病的诊断治疗，胃食管反流病，反流性食...,￥25
陈苗,副主任医师,血液内科,北京协和医院,10.0,202,擅长：再生障碍性贫血、骨髓增生异常综合征、溶血性贫血、...,￥300
邵英起,主任医师,血液内科,中国医学科学院血液病医院（血液学研究所）,10.0,343,擅长：长期从事贫血性疾病诊疗工作，对伴有贫血的各种血液...,￥300
徐昶,副主任医师,心血管内科,华中科技大学同济医学院附属同济医院,10.0,806,擅长：冠心病、主动脉夹层及外周动脉血管疾病的诊断和介...,￥38
朱争凤,副主任医师,心内科专家,华中科技大学同济医学院附属协和医院,9.9,551,擅长：心血管内科常见疾病诊断与治疗。,￥50
施均,主任医师,血液内科,中国医学科学院血液病医院（血液学研究所）,9.9,198,擅长：主要研究再生障碍性贫血、骨髓增生异常综合征诊断与...,￥300
朱彤莹,主任医师,肾病科,复旦大学附属华山医院,8.7,119,擅长：腹膜透析及其并发症的诊治；各种原发及继发性肾小球...,￥120
冯一洲,医师,心脏内科,四川大学华西医院,10.0,448,擅长：常见病多发病的诊治及各种血液学检查报告的解读。,￥19
盛滋科,主治医师,门诊感染病,上海交通大学医学院附属瑞金医院,10.0,1283,擅长：发热，呼吸道感染，细菌感染，各种病毒性肝炎,￥70
沈珠军,主任医师,心内科,北京协和医院,10.0,202,擅长：冠心病介入治疗，高血压、高脂血症等心血管疾病诊治...,￥600
陆福明,主任医师,肾内科,复旦大学附属华山医院,9.8,2955,擅长：各种肾炎如IgA肾炎、膜性肾病、狼疮性肾炎治疗。...,￥298
龚凌云,副主任医师,神经内科,复旦大学附属华山医院,10.0,3957,擅长：周围神经病、神经痛、运动神经元病、脊髓病变、脑血...,未开通
郭涛,副主任医师,消化内科,北京协和医院,9.9,147,擅长：早期胃癌，幽门螺杆菌感染，胰腺疾病，结肠息肉，炎...,￥300
郑洋洋,主治医师,消化内科,西京医院,9.9,692,擅长：1.各种肝病包括病毒性肝炎、自身免疫性肝炎、肝癌...,￥60
郭涛,主任医师,血液科专家,华中科技大学同济医学院附属协和医院,10.0,86,擅长：噬血细胞综合征，白血病，淋巴瘤，骨髓瘤；擅长血小...,￥100
范学工,主任医师,感染病科,中南大学湘雅医院,9.8,23,擅长：各类肝脏疾病，特别是病毒性肝炎的诊断与治疗。,￥600
邓钰蕾,主任医师,门诊神内,上海交通大学医学院附属瑞金医院,9.9,678,擅长：癫痫等发作性疾病、老年性痴呆、头痛、睡眠障碍、脑...,￥300
李敏,主任医师,心内科,首都医科大学附属北京安贞医院,10.0,1090,擅长：心内科类常见疾病，冠心病，心律失常，房颤，房早，...,￥200
罗庆志,主治医师,心血管内科,上海交通大学医学院附属瑞金医院,10.0,170,擅长：室上速，早搏，房扑房颤等快速型心律失常消融治疗，...,￥50
周绪杰,副主任医师,肾内科,北京大学第一医院,10.0,33,擅长：IgA肾病遗传性肾脏病肾小球肾炎,￥200
温华,副主任医师,呼吸内科,中国医科大学附属第一医院,10.0,171,擅长：急性上呼吸道感染、慢阻肺、支气管哮喘、支气管扩张...,￥50
徐晓刚,主任医师,感染门诊,复旦大学附属华山医院,9.9,548,擅长：肺炎、尿路感染、脑膜炎等常见感染性疾病的诊断及治...,￥198
吴庆军,主任医师,风湿免疫科,北京协和医院,9.9,1808,擅长：诊治系统性红斑狼疮、干燥综合征、类风湿关节炎、脊...,未开通
李群,副主任医师,肾脏病,浙江大学医学院附属第一医院,10.0,355,擅长：慢性肾小球肾炎、IgA肾病、狼疮性肾炎、慢性肾功...,￥60
陈希婧,副主任医师,生殖高年专家,浙江大学医学院附属妇产科医院,10.0,2586,"擅长：女性不孕症、妇科内分泌疾病诊治及辅助生育,熟练掌...",￥50
张琪,主任医师,神经内科,天津市静海区医院,10.0,5922,擅长：脑血管病、神经肌肉病、神经退行性疾病、神经内科等...,￥50
冯高科,副主任医师,心血管内科,武汉大学人民医院,9.9,373,擅长：疾病诊治擅长：高血压病、冠心病、心衰、心律失常、...,￥59
刘宏磊,副主任医师,门诊风湿免疫,上海交通大学医学院附属瑞金医院,10.0,1115,擅长：抗磷脂综合症(相关习惯性流产、胎停及多发血栓)...,￥149
霍亚平,主任医师,肾病科,山西省中医院,10.0,3473,擅长：治疗泌尿系炎症、过敏性紫癜性肾炎、IgA肾病、肾...,￥15
吴祖波,主治医师,儿童风湿免疫专科,华中科技大学同济医学院附属协和医院,10.0,403,擅长：心血管、呼吸、消化系统等儿童常见病及多发病。,￥36
肖宜超,主治医师,心血管内科门诊,中南大学湘雅二医院,9.9,60,擅长：长期从事心血管内科疾病诊治，尤其熟悉介入心脏病学...,￥200
马希英,副主任医师,普内科,广东省人民医院,10.0,1299,擅长：1、糖尿病、甲状腺机能亢进、痛风、高血脂及慢性...,￥40
徐鹃鹃,副主任医师,感染科,天津医科大学总医院,9.9,3066,擅长：新冠病毒肺炎，发热，病毒性肝炎，狂犬病，疫苗接种...,￥48
杨月,主治医师,呼吸内科诊室,哈尔滨医科大学附属第一医院,10.0,105,"擅长：呼吸内科常见病包括肺炎,慢性阻塞性肺疾病,支气管...",￥66
陈立颖,主任医师,心内科,首都医科大学附属北京安贞医院,10.0,16,擅长：冠心病、高血压临床治疗；心血管重症疾病的临床诊断...,￥200
刘志杰,主任医师,普内科,山东青岛中西医结合医院,10.0,3575,擅长：中西医结合防治高血压、糖尿病、高血脂、高尿酸血症...,￥50
何飞,主任医师,呼吸内科,杭州市红十字会医院,10.0,720,擅长：1.慢性呼吸道疾病诊治，如慢性咳嗽、哮喘、慢阻肺...,￥25
白玉焕,副主任医师,消化内科,聊城市第二人民医院,10.0,16674,擅长：消化内科常见疾病及疑难杂症的诊断及治疗，肝病及肠...,￥30
窦爱霞,主任医师,血液内科,山东大学第二医院,10.0,349,擅长：白血病、淋巴瘤、骨髓瘤等血液肿瘤的诊断与治疗，针...,￥30
薛骏,主任医师,肾病科,上海华山医院宝山院区（原华山北院）,9.7,844,擅长：疑难血管通路的建立、急性、慢性肾小球肾炎；间质性...,￥100
王一倩,主任医师,消化内科,复旦大学附属华东医院,10.0,4393,擅长：消化内科疾病的诊治，如幽门螺杆菌感染的治疗，慢性...,￥70
王亮,副主任医师,心血管内科门诊,江苏省人民医院,10.0,493,擅长：冠心病、高血压、高脂血症、心力衰竭、心律失常药物...,￥20
杨爽,主任医师,心血管内科,河北省人民医院,10.0,2094,擅长：老年病的诊治，如冠心病、高血压、心律失常、心力衰...,￥50
李雯娜,副主任医师,心脏内科,中国医科大学附属第一医院,10.0,86,擅长：擅长冠心病(心绞痛、急性心肌梗死)，高血压(难治...,￥100
黄洪锋,主任医师,肾脏病中心门诊,浙江大学医学院附属第一医院,10.0,695,擅长：肾移植,￥50
陈盛,副主任医师,脉管瘤门诊,上海儿童医学中心,10.0,2048,擅长：微创治疗儿童腹股沟疝、鞘膜积液、生殖器疾病、先天...,￥49
陈凤欣,主任医师,感染科,北京地坛医院,10.0,773,擅长：各种类型肝炎（含乙肝、丙肝、甲肝、戊肝、脂肪肝等...,￥100
李鑫,主任医师,感染科,北京地坛医院,10.0,530,擅长：新冠肺炎、各种肝炎、肝硬化、肝衰竭、感染性疾病及...,￥200
董民,主任医师,感染疾病科,枣庄市立医院,10.0,2528,擅长：常见感染肝病相关疾病，感染性疾病诊治,￥50
赵桂鸣,主任医师,内科,天津市第二人民医院,9.9,1593,擅长：长期从事急、慢性肝炎、肝硬化和肝癌等肝脏疾病的临...,￥50
孙超,副主任医师,心血管科门诊-起搏器随访门诊,北京大学第三医院,10.0,167,擅长：1）心律不齐、心动过缓、心动过速、早搏、房颤等心...,￥200
姚雪艳,主任医师,心血管内科,浙江大学医学院附属第一医院,10.0,246,擅长：能较好地根据循证医学知识指导临床实践。能明智、清...,￥30
黄益澄,副主任医师,感染病科,浙江省人民医院,10.0,5285,擅长：各种肝病（包括各种病毒性肝炎，药物性肝炎，酒精性...,￥39
谢运,主治医师,心脏内科,上海交通大学医学院附属瑞金医院,10.0,80,擅长：房颤房扑，早搏，室上速等快速性心律失常的综合治疗...,￥50
宫克旭,主任医师,心血管内科,天津市静海区医院,10.0,2872,擅长：冠心病（心绞痛、心肌梗死），高血压病，心律失常，...,￥20
杨友,副主任医师,行为障碍,上海儿童医学中心,9.9,2860,擅长：儿童孤独症谱系障碍、注意缺陷多动障碍、抽动障碍、...,￥280
刘凌波,主任医师,血液科专家,华中科技大学同济医学院附属协和医院,9.6,226,擅长：髓系血液细胞生成与发育异常性疾病的诊治：（1）髓...,￥60
俞小芳,副主任医师,肾病科,复旦大学附属中山医院,9.9,2161,擅长：血尿，蛋白尿，慢性肾小球肾炎，尤其是模性肾病，遗...,￥200
张鹏,主任医师,肾病内科,西京医院,10.0,2009,擅长：IgA肾病、肾病综合征、膜性肾病、紫癜性肾炎、...,￥200
曹文杰,副主任医师,神经内科,复旦大学附属华山医院,9.9,1704,擅长：擅长脑中风的诊断与治疗，脑血管病介入治疗，颈动脉...,￥398
夏军权,主任医师,消化科,固生堂南京宁西分院,9.9,1172,擅长：消化科相关疾病,￥100
刘丰,副主任医师,结肠炎专科,广东省中医院大德路总院,8.9,1352,擅长：内科杂病，尤其擅长中西医结合诊治慢性结肠炎、胃炎...,￥80
王忱,主任医师,内科,天津和平微医医院,9.9,194,擅长：各种乳腺癌的化疗、内分泌治疗及分子靶向治疗以及临...,￥100
方艺,主任医师,肾病科,复旦大学附属中山医院,9.9,1011,擅长：急性肾损伤的防治，慢性肾脏疾病的早期防治和筛检，...,￥200
马骏,主任医师,抽动症,上海儿童医学中心,9.8,271,擅长：医学博士，主任医师，教授，上海交通大学医学院硕士...,￥500
井丽萍,副主任医师,血液内科,中国医学科学院血液病医院（血液学研究所）,9.9,107,擅长：红细胞疾病、出凝血疾病的临床诊疗，尤其是再生障碍...,￥150
赵成,副主任医师,风湿免疫科,南京鼓楼医院,10.0,619,擅长：类风湿关节炎，系统性红斑狼疮，强直性脊柱炎,￥120
马祖福,副主任医师,肾病内科,华中科技大学同济医学院附属同济医院,9.4,23,擅长：原发性和继发性肾脏疾病（如慢性肾小球肾炎、IgA...,￥90
郭伏平,副主任医师,感染内科,北京协和医院,9.5,110,擅长：各种感染性疾病、不明原因发热、肝炎、艾滋病等方面...,￥120
赖凌云,副主任医师,肾病科,复旦大学附属华山医院,9.7,271,擅长：20年原发和继发性肾病的诊断和治疗经验，擅长Ig...,￥100
陈波斌,主任医师,血液科,复旦大学附属华山医院,9.9,1512,擅长：擅长于各种疑难淋巴瘤、骨髓瘤、白血病、贫血、血小...,￥200
徐琳,主治医师,神经内科,天津医科大学总医院,10.0,141,擅长：脑梗死及脑缺血性疾病、癫痫、失眠、发作性睡病、日...,￥40
范庭涛,主治医师,呼吸内科,三明市第一医院,10.0,1873,擅长：呼吸系统疾病，包括上呼吸道感染、急慢性咳嗽、急性...,￥15
桑迎竹,主治医师,呼吸科,甘肃省人民医院,10.0,1027,擅长：比较擅长呼吸科常见病、多发病、疑难杂症等病的诊断...,￥30
李志荃,主任医师,感染性疾病科,寿光市人民医院,10.0,1791,擅长：各类感染性疾病，包括病毒性肝炎，水痘，麻疹，手足...,￥30
韩小梅,副主任医师,神经内科,天津市第四中心医院,10.0,684,擅长：脑血管病、头痛、眩晕、多发性硬化、帕金森病、痴呆...,￥20
李明,副主任医师,消化内科,武汉大学人民医院,10.0,21,擅长：功能性胃肠病、消化性溃疡、腹水、消化系统肿瘤、肝...,￥30
李耀东,主任医师,消化内科,德阳市人民医院,10.0,5,擅长：擅长食管癌、胃癌、结肠癌、肝癌、胰腺癌临床诊治，...,￥26
朱慧敏,主治医师,肾内科,天津市第五中心医院,,8,擅长：肾内科相关疾病,￥20
张海波,主治医师,大内科,株洲430医院,10.0,203608,擅长：内科的常见病，多发病的诊断与治疗。如高血压病，糖...,￥10
张松菁,主任医师,内分泌科,福建医科大学附属第一医院,10.0,455,擅长：骨质疏松症、糖尿病、甲状腺疾病、生长发育等内分泌...,￥50
白广同,主治医师,呼吸内科,济宁市兖州区中医医院,10.0,154332,擅长：呼吸内科常见病的诊治，包括感冒、扁桃体炎、咽喉炎...,￥20
李佳佳,主治医师,普通内科,丽水微医互联网医院,10.0,49275,擅长：内科常见疾病,￥15
胡晓蔚,副主任医师,心内科,黄山市人民医院,,1,擅长：简介胡晓蔚，男，1981年生2006年毕业于安徽...,￥50
都海燕,副主任医师,消化内科,晋城煤业集团总医院,,1,擅长：消化内科方面的常见疾病。,￥40
李建飞,副主任医师,心血管内科,内蒙古自治区人民医院,,715,擅长：心血管内科的相关疾病,￥160
李善群,主任医师,呼吸内科,复旦大学附属中山医院,9.3,1420,擅长：1、慢阻肺康复及鼾症的诊治；2、气管支气管炎、肺...,￥350
田锐,主任医师,心内科,首都医科大学附属北京安贞医院,,16,擅长：心律失常、冠心病、介入治疗。,￥200
任学军,主任医师,心内科,首都医科大学附属北京安贞医院,,5,擅长：心脏起搏与电生理射频消融治疗，心律失常的诊断与治...,￥200
王晓琴,主任医师,呼吸内科,淮北市人民医院,10.0,198572,擅长：高血压，高脂血症，高尿酸血症，冠心病，扩张性心肌...,￥60
于世龙,主任医师,名医心内,华中科技大学同济医学院附属协和医院,9.9,623,擅长：冠心病、高血压、心律失常、血脂异常、胸痛、心悸,￥100
周朝晖,主任医师,消化科,复旦大学附属中山医院,9.9,1480,"擅长：1、各种类型的肝病的诊治,包括急,慢性肝炎,脂肪...",￥300
刘向阳,副主任医师,内分泌科,西京医院,10.0,672,擅长：糖尿病、肥胖症、痛风、高尿酸血症及相关并发症的诊...,￥300
毛日成,副主任医师,感染科,上海华山医院宝山院区（原华山北院）,9.9,118,擅长：感染发热的相关疾病,￥150
陈小东,主任医师,呼吸科,复旦大学附属华山医院,9.7,1219,擅长：肺部结节、肺癌、慢性咳嗽、哮喘、慢阻病、肺纤维化...,￥500
卢新政,主任医师,心血管内科门诊,江苏省人民医院,10.0,2470,擅长：各类心脏病的诊治，尤其是高血压病、冠心病、高血脂...,￥200
潘洁敏,副主任医师,内分泌代谢科,上海市第六人民医院,9.9,308,"擅长：肥胖及代谢综合征的综合管理，糖尿病的个体化治疗,...",￥100
刘凤芹,副主任医师,内科,南方医科大学南方医院,10.0,22014,擅长：糖尿病、高血压血脂异常、高尿酸血症、骨质疏松症、...,￥50
潘超,主治医师,神经内科,华中科技大学同济医学院附属同济医院,10.0,637,擅长：脑梗死，脑出血，周围神经病，抑郁焦虑，癫痫，帕金...,￥99
沈雳,主任医师,心内科高级专家门诊,复旦大学附属中山医院,9.9,838,擅长：心绞痛诊疗，冠心病介入治疗、顽固性高血压的治疗...,￥488
宿燕岗,主任医师,心内科高级专家门诊,复旦大学附属中山医院,9.3,446,擅长：心力衰竭、心脏起搏诊治,￥300
